0,1
1,21528
2,97164
3,133781
4,121653
5,96947
6,77841
7,65021
8,55945
9,49689
10,42531
11,41754
12,42790
13,36095
14,33022
15,33667
16,31938
17,30745
18,30934
19,31325
20,32582
21,34154
22,32787
23,35161
24,39044
25,34818
26,32669
27,33471
28,31482
29,29857
30,29327
31,28500
32,29480
33,29440
34,27883
35,29349
36,31652
37,28133
38,26342
39,27091
40,25980
41,24693
42,24456
43,25149
44,26401
45,26451
46,25404
47,26916
48,29328
49,25567
50,23991
51,24673
52,23254
53,21556
54,20800
55,20600
56,21085
57,20711
58,18702
59,19702
60,20499
61,16879
62,15506
63,15520
64,14288
65,13084
66,12679
67,12316
68,12282
69,11933
70,10895
71,10989
72,11523
73,9400
74,8630
75,8780
76,7923
77,7161
78,6907
79,6796
80,6706
81,6381
82,166
