2,22
3,68
4,101
5,118
6,196
7,195
8,242
9,227
10,237
11,255
12,285
13,187
14,208
15,231
16,215
17,214
18,284
19,348
20,390
21,429
22,486
23,509
24,576
25,545
26,590
27,654
28,720
29,700
30,871
31,999
32,1418
33,1638
34,1966
35,2678
36,3851
37,4280
38,4943
39,6358
40,7588
41,8369
42,8651
43,10357
44,11970
45,11760
46,11752
47,12829
48,14484
49,12940
50,11988
51,12246
52,12284
53,10982
54,9829
55,9705
56,9754
57,8569
58,7418
59,7275
60,7480
61,5905
62,5087
63,4911
64,4746
65,3949
66,3540
67,3458
68,3426
69,2936
70,2550
71,2658
72,2648
73,2260
74,2024
75,2062
76,2210
77,1869
78,1906
79,2076
80,2340
81,2300
82,2264
83,2702
84,3168
85,3233
86,3288
87,3810
88,4615
89,4901
90,5362
91,6425
92,7689
93,8392
94,8794
95,10604
96,13116
97,12929
98,13277
99,15557
100,17623
101,18205
102,19076
103,20832
104,23567
105,24056
106,23283
107,26671
108,30543
109,27969
110,27691
111,29779
112,31293
113,30202
114,28989
115,30730
116,32191
117,30493
118,28598
119,30213
120,32757
121,28959
122,26570
123,27600
124,27964
125,25750
126,23877
127,24423
128,24878
129,23164
130,21610
131,22290
132,23734
133,20699
134,18684
135,19523
136,19598
137,17889
138,16818
139,17218
140,17222
141,16168
142,14918
143,15440
144,16506
145,14358
146,13016
147,13424
148,13419
149,12367
150,11355
151,11706
152,11889
153,11103
154,10205
155,10554
156,11050
157,9673
158,8798
159,8861
160,8739
161,8051
162,7345
163,7377
164,7615
165,6914
166,6231
167,6569
168,6670
169,5831
170,5113
171,5079
172,5153
173,4488
174,4205
175,4069
176,4211
177,2273
