1,17987
2,116710
3,180274
4,189782
5,166232
6,149357
7,145183
8,141212
9,120554
10,105201
11,101835
12,96533
13,76060
14,61874
15,57479
16,54044
17,45662
18,40773
19,39797
20,40870
21,37397
22,34170
23,35636
24,36158
25,30705
26,26390
27,25716
28,24532
29,21184
30,19446
31,19972
32,20829
33,19429
34,17926
35,19079
36,19752
37,17250
38,15093
39,14745
40,14351
41,12784
42,11718
43,12459
44,12710
45,12007
46,11654
47,12269
48,12895
49,10784
50,9777
51,9783
52,9905
53,8916
54,8398
55,8823
56,9421
57,8959
58,8688
59,9580
60,10185
61,8917
62,8129
63,8521
64,8514
65,7690
66,7384
67,8014
68,8519
69,8226
70,8285
71,9191
72,9659
73,8768
74,8038
75,8177
76,8245
77,7482
78,7200
79,7890
80,8337
81,8372
82,7819
83,8671
84,9369
85,8327
86,7660
87,7841
88,7848
89,6815
90,6804
91,7074
92,7675
93,7234
94,7226
95,7901
96,8348
97,7214
98,6522
99,6634
100,6824
101,6087
102,5781
103,6140
104,6274
