0,2109
1,131608
2,217185
3,223786
4,203293
5,139815
6,94046
7,76550
8,65093
9,49164
10,36858
11,30137
12,24355
13,17595
14,12809
15,10695
16,9176
17,7185
18,6128
19,5685
20,5803
21,5167
22,4810
23,5057
24,5582
25,4866
26,4722
27,5006
28,5223
29,5087
30,4944
31,5707
32,6223
33,6272
34,6884
35,8667
36,10602
37,11147
38,12529
39,16325
40,20772
41,23519
42,26647
43,34378
44,43033
45,46545
46,50463
47,64796
48,81229
49,79858
50,74866
51,81080
52,85474
53,74431
54,63556
55,63341
56,62767
57,52445
58,43238
59,43820
60,42774
61,33602
62,25865
63,25514
64,24750
65,20623
66,17320
67,18122
68,18910
69,16833
70,15242
71,16732
72,17381
73,14716
74,12924
75,13790
76,14698
77,13543
78,12748
79,13971
80,15222
81,14151
82,13511
83,15625
84,16899
85,15566
86,14207
87,15824
88,17239
89,16538
90,15837
91,18262
92,20137
93,19197
94,18663
95,22004
96,24968
97,22229
98,19980
99,22226
100,23400
101,20494
102,18696
103,20358
104,21401
105,18617
106,16588
107,18697
108,19476
109,16070
110,13179
111,13794
112,13597
113,11660
114,9968
115,10582
116,10964
117,9726
118,8416
119,9504
120,9752
121,8085
122,6647
123,7274
124,7394
125,6314
126,5552
127,6155
128,6496
129,3408
