0,134
1,62537
2,103884
3,76197
4,48148
5,24382
6,13619
7,10500
8,8553
9,5844
10,4419
11,3824
12,3276
13,2193
14,1643
15,1463
16,1225
17,889
18,822
19,779
20,769
21,592
22,569
23,667
24,729
25,626
26,647
27,729
28,732
29,773
30,836
31,1044
32,1243
33,1264
34,1287
35,1482
36,1755
37,1892
38,1981
39,2727
40,3685
41,4422
42,5566
43,7337
44,9415
45,10891
46,12354
47,16927
48,22832
49,23651
50,24236
51,29327
52,34027
53,32722
54,30897
55,35044
56,38112
57,32675
58,28582
59,30805
60,31477
61,23850
62,18084
63,17731
64,17631
65,13743
66,10707
67,11054
68,11323
69,9226
70,7982
71,8574
72,8969
73,7145
74,5836
75,6140
76,6345
77,5688
78,5261
79,5919
80,6936
81,6669
82,6538
83,7537
84,8945
85,8287
86,7777
87,9095
88,10567
89,10158
90,10079
91,11503
92,13066
93,12666
94,12622
95,14693
96,17491
97,16988
98,16607
99,19587
100,22638
101,21858
102,21417
103,25263
104,28530
105,26750
106,25116
107,29502
108,33065
109,28583
110,24978
111,27577
112,29197
113,25505
114,21613
115,23512
116,24377
117,21611
118,19543
119,21749
120,23060
121,18729
122,15580
123,16515
124,16832
125,13924
126,12040
127,12861
128,13378
129,11832
130,10335
131,11636
132,12300
133,10168
134,8211
135,8883
136,9235
137,7810
138,7120
139,7729
140,8010
141,7234
142,6224
143,6913
144,7448
145,6136
146,5174
147,5594
148,5642
149,4821
150,4182
151,4388
152,4702
153,4187
154,3749
155,4183
156,4393
157,3662
158,2993
159,3273
160,3356
161,2900
162,2325
163,2442
164,2699
165,1941
