1,9516
2,53857
3,55154
4,36201
5,20328
6,12242
7,9105
8,7712
9,6216
10,4941
11,4790
12,4467
13,3205
14,2337
15,2087
16,1712
17,1321
18,1068
19,979
20,1018
21,1093
22,1144
23,1629
24,2500
25,2961
26,3375
27,4779
28,6355
29,7240
30,7698
31,9551
32,11855
33,12636
34,12497
35,14785
36,18397
37,17103
38,16147
39,18202
40,20211
41,20159
42,18831
43,21308
44,23277
45,22884
46,21860
47,24240
48,27772
49,25375
50,23904
51,26389
52,27603
53,26207
54,24571
55,26839
56,27647
57,26040
58,23727
59,25419
60,27443
61,23040
62,20578
63,21308
64,21450
65,19370
66,17390
67,17958
68,18304
69,16673
70,14998
71,16088
72,16864
73,14361
74,12951
75,13726
76,13545
77,12051
78,11146
79,11871
80,11591
81,10535
82,9291
83,10182
84,10139
85,8317
86,7429
87,7635
88,7223
89,6152
90,5485
91,5776
92,5343
93,4714
94,4271
95,4506
96,4368
97,3473
98,3081
99,3205
100,2965
101,2620
102,2249
103,721
