1,2723
2,23241
3,30097
4,26179
5,21023
6,16977
7,11755
8,9315
9,7798
10,6412
11,6742
12,6722
13,4440
14,3510
15,3158
16,2610
17,2143
18,2056
19,1644
20,1486
21,1352
22,1175
23,1252
24,1328
25,1162
26,1122
27,1254
28,1399
29,1658
30,2189
31,2426
32,2978
33,3533
34,3859
35,4773
36,6539
37,6451
38,6256
39,7009
40,7541
41,8204
42,9347
43,9233
44,9778
45,10594
46,10785
47,12461
48,14818
49,13701
50,12890
51,13621
52,14091
53,14624
54,15678
55,14959
56,15921
57,16360
58,16076
59,18869
60,21550
61,18516
62,16964
63,17714
64,17321
65,17424
66,17649
67,16863
68,16947
69,16616
70,16220
71,18363
72,19750
73,16565
74,14706
75,14939
76,14230
77,13989
78,13828
79,12847
80,12781
81,12876
82,11966
83,13857
84,14582
85,11771
86,10627
87,10574
88,10165
89,9940
90,9784
91,8982
92,9044
93,8533
94,8093
95,9328
96,9558
97,7521
98,6738
99,6572
100,6168
101,5992
102,5741
103,5352
104,5443
105,5209
106,4899
107,5600
108,5446
109,4300
110,3802
111,3712
112,3323
113,3279
114,3224
115,2889
116,2972
117,2794
118,2632
119,2829
120,2785
121,2182
122,1946
123,1886
124,1700
125,1709
126,1328
