1,15
2,149
3,393
4,644
5,798
6,868
7,1096
8,1550
9,1553
10,1868
11,2511
12,3050
13,2794
14,2487
15,2650
16,3013
17,2537
18,2335
19,2589
20,2831
21,2506
22,2485
23,2894
24,3301
25,2766
26,2329
27,2413
28,2523
29,2106
30,2117
31,2374
32,2656
33,2663
34,2737
35,3471
36,4145
37,3774
38,3749
39,4413
40,5107
41,5236
42,5700
43,7129
44,9065
45,10110
46,11258
47,14946
48,19824
49,19831
50,21375
51,26184
52,30706
53,31526
54,32150
55,35711
56,40185
57,38334
58,34924
59,37159
60,39302
61,32063
62,27107
63,26164
64,24203
65,20288
66,16611
67,15358
68,14575
69,12409
70,10445
71,10427
72,10750
73,9101
74,7922
75,8326
76,8561
77,8112
78,8086
79,8860
80,10149
81,10288
82,10726
83,12711
84,15301
85,14489
86,14570
87,16523
88,18318
89,18421
90,18659
91,20087
92,22080
93,21684
94,20504
95,22561
96,24643
97,21816
98,19809
99,20478
100,20310
101,18287
102,16846
103,16597
104,16478
105,15279
106,13371
107,13824
108,14924
109,12708
110,11433
111,11589
112,12108
113,11091
114,10695
115,11145
116,12311
117,12031
118,11717
119,13307
120,15393
121,14139
122,14169
123,15488
124,16658
125,16256
126,16315
127,17146
128,18552
129,18254
130,17246
131,18370
132,20533
133,18122
134,17053
135,17699
136,17827
137,16642
138,15436
139,15524
140,15554
141,14385
142,13017
143,13307
144,14245
145,12143
146,10892
147,10862
148,10606
149,9394
150,8842
151,8601
152,8746
153,8282
154,7470
155,7694
156,8297
157,7343
158,6672
159,6895
160,6908
161,6351
162,6006
163,6293
164,6501
165,6063
166,5592
167,5857
168,6488
169,5648
170,5293
171,5484
172,5431
173,4969
174,4567
175,4714
176,4768
177,1449
