1,11
2,60
3,120
4,141
5,149
6,177
7,171
8,202
9,151
10,159
11,180
12,219
13,190
14,181
15,225
16,197
17,222
18,236
19,267
20,306
21,380
22,353
23,464
24,496
25,542
26,585
27,654
28,847
29,866
30,1037
31,1452
32,1945
33,2267
34,2529
35,3923
36,5727
37,6073
38,6783
39,9701
40,12997
41,13683
42,14720
43,19514
44,24239
45,22418
46,21679
47,28650
48,34037
49,28658
50,25623
51,29699
52,32100
53,27507
54,24261
55,26066
56,26393
57,21309
58,18099
59,20228
60,20349
61,16096
62,13329
63,14174
64,14235
65,12126
66,10872
67,11505
68,12305
69,11224
70,10868
71,12890
72,14957
73,13099
74,12253
75,14445
76,16159
77,14320
78,13444
79,16098
80,18746
81,17360
82,16276
83,19181
84,21961
85,19140
86,16839
87,18401
88,19329
89,16525
90,14586
91,16013
92,17287
93,15764
94,14129
95,15710
96,17055
97,13981
98,11856
99,13264
100,13271
101,11465
102,10171
103,11359
104,12557
105,11825
106,10918
107,12887
108,14549
109,12818
110,11692
111,13071
112,13982
113,12287
114,11413
115,13312
116,15546
117,14326
118,13452
119,16423
120,18389
121,15727
122,13977
123,15315
124,16149
125,13736
126,12332
127,13983
128,15374
129,14004
130,12842
131,14765
132,15620
133,12999
134,11215
135,12313
136,12319
137,10209
138,9214
139,10297
140,11171
141,10049
142,9155
143,10510
144,11011
145,9226
146,8044
147,8688
148,8744
149,7315
150,6529
151,7514
152,8192
153,7273
154,6657
155,7672
156,7989
157,6817
158,5998
159,6514
160,6478
161,5544
162,4969
163,5480
164,5968
165,5343
166,4971
167,5577
168,5918
169,4977
170,4313
171,4668
172,4598
173,3832
174,3469
175,3814
176,4045
177,3601
178,3369
179,3825
180,4041
181,3367
182,2978
183,3157
184,3060
185,2546
186,2313
187,2564
188,2722
189,2420
190,2234
191,2504
192,2611
193,2164
194,1880
195,415
