1,31.2952,29.5810
2,35.7481,96.4787
3,40.5589,76.5455
4,32.0661,67.5444
5,31.4847,69.4653
6,31.1781,71.4436
7,37.7253,72.1217
8,32.9643,64.5478
9,32.6998,62.9472
10,35.6076,70.3625
11,31.9411,71.1704
12,31.3429,82.7323
13,30.8644,64.5502
14,33.0188,71.7238
15,31.2942,68.6691
16,31.5779,66.3362
17,35.3731,66.3239
18,35.1331,65.1016
19,37.2834,61.4574
20,43.6282,61.1190
21,46.7278,63.1976
22,30.2818,67.3821
23,29.3551,83.3137
24,34.2234,76.4057
25,32.3003,69.5562
26,92.1740,89.7376
27,188.2825,80.1610
28,518.7749,70.3409
29,75.3112,75.5464
30,330.4730,85.1190
31,113.2672,83.5860
32,35.9605,477.0864
33,36.0958,1358.7567
34,36.8966,1537.5287
35,36.4356,797.6127
36,39.8646,740.6186
37,32.6895,1937.5976
40,34.1611,77.6755
41,32.6052,77.4587
42,37.1059,79.2085
43,59.3112,89.3721
44,131.1191,92.8941
45,452.5662,71.4838
46,122.9597,66.6003
47,36.5375,72.6594
48,36.0588,71.7158
49,39.6333,63.4826
50,34.4342,57.2613
51,36.1526,59.6793
52,39.9558,75.7030
53,32.2348,75.7385
54,33.7952,72.7671
55,33.5089,64.7804
56,31.9299,60.5819
57,32.1798,78.1458
58,33.6776,71.2293
59,34.9153,58.3638
60,36.8511,71.9137
61,35.6440,63.5544
62,159.0107,82.3059
63,148.6574,69.4602
64,290.5074,62.2133
65,83.2225,65.7939
66,34.8197,68.8571
67,34.5976,66.4790
68,36.3384,67.9951
69,34.1669,68.5811
70,33.0581,201.7706
71,40.7170,885.1208
72,34.2680,477.7818
73,32.6581,743.6790
74,35.4630,930.4055
75,31.4941,568.9899
76,33.2881,465.9549
77,31.7563,606.5968
78,32.2671,527.5455
79,38.1871,75.5126
80,34.8817,75.6282
81,37.0921,77.9532
82,32.0121,70.0456
83,32.9081,74.6999
84,30.9681,73.2689
85,34.6549,71.1717
86,31.6076,68.8827
87,28.8273,64.7355
88,31.3399,67.4695
89,35.6913,75.6801
90,34.3083,70.1885
91,37.2596,84.8452
92,35.4567,529.6620
93,33.0514,840.8568
94,33.4684,1135.9484
95,54.6426,410.9884
96,231.8051,95.1266
97,85.7184,78.3286
98,481.1973,81.0246
99,180.0642,81.4632
100,168.7101,76.0167
101,219.5380,95.4379
102,281.5034,79.9881
103,50.4552,80.2451
104,32.9597,147.5910
105,34.5668,73.5984
106,32.4186,72.0253
107,32.0022,68.9346
108,34.7761,70.5839
109,34.0708,144.1969
110,34.0688,798.9457
111,35.4153,615.5203
112,35.1602,455.7387
113,35.9186,82.5769
114,30.8618,73.4208
115,31.2989,72.1085
116,34.7441,73.4612
117,38.9433,80.3285
118,32.3342,78.8200
119,30.0742,82.7287
120,36.1904,74.8700
121,34.2192,73.2988
122,31.0788,74.3636
123,32.9855,76.3544
124,31.5844,66.8953
125,31.0016,81.2665
126,33.8994,70.3700
127,36.2597,77.7619
128,105.2869,77.6150
129,95.0128,73.0778
130,33.7973,73.9833
131,37.1997,76.7422
132,36.7977,72.3261
133,31.5821,98.5806
134,33.8608,80.3178
135,249.1317,79.0717
136,230.2251,81.4875
137,154.8602,87.6077
138,449.5024,557.5520
139,57.7377,608.9369
140,33.7483,86.0202
141,28.9173,78.3611
142,35.0107,83.1007
143,32.9471,76.9349
144,38.3453,70.3332
145,36.2638,236.6825
146,31.9656,1259.5374
147,34.1738,423.6818
148,32.2280,727.4068
149,37.8185,491.7064
150,34.9447,1073.8425
151,34.3474,671.4558
152,34.2004,151.2036
153,31.0605,79.0316
154,38.1464,74.8205
155,34.8043,78.2819
156,34.2119,72.4804
157,33.1272,85.5722
158,32.5423,73.1065
159,49.2466,66.5592
160,289.6390,75.5582
161,57.3666,82.7704
162,36.9848,74.2487
163,56.0716,66.3227
164,683.5806,66.8738
165,177.0040,74.9742
166,612.3106,67.7687
167,73.9860,71.2348
168,37.1611,71.0892
169,34.4179,62.2929
170,29.5616,77.5425
171,31.7790,76.6258
172,130.5925,202.8660
173,31.1291,177.4841
174,32.7233,78.5385
175,31.9640,70.7595
176,33.3002,71.4027
177,33.0817,64.7845
178,30.7552,107.1510
179,31.9493,89.6421
180,32.8064,67.3797
181,31.4262,70.1375
182,32.4216,70.3279
183,33.4072,77.0275
184,33.2731,238.6179
185,35.7346,1117.0598
186,39.4942,573.7116
187,34.0078,292.0915
188,34.5728,586.4207
189,39.7524,278.7857
190,30.6760,79.9571
191,31.8181,75.6564
192,33.9579,70.5277
193,277.0501,72.2400
194,45.9468,70.7183
195,31.1904,70.7617
196,32.5608,67.2781
197,32.5973,65.9710
198,33.2902,69.5161
199,30.2743,72.3921
200,34.8500,75.0535
201,30.4199,74.6844
202,30.7526,66.0486
203,31.8752,68.3809
204,51.2571,99.6166
205,882.9856,363.1632
206,206.9054,185.9675
207,165.6054,72.7444
208,372.2799,76.1145
209,383.7658,84.9145
210,66.2273,82.0505
211,35.7763,115.5583
212,31.7722,656.3889
213,33.3489,926.6728
215,33.3920,1116.7654
216,32.4860,758.2842
217,31.3213,99.7455
218,28.4816,80.5906
219,33.1075,77.6572
220,34.3598,84.0801
221,35.4897,76.3247
222,30.6612,80.5024
223,60.9511,361.1851
224,240.5348,78.8883
225,209.0566,79.1766
226,507.4510,89.7068
227,124.4793,72.5584
228,36.6834,77.3923
229,35.0371,78.2513
230,34.5588,79.1591
231,32.6052,76.0978
232,33.0349,76.1802
233,34.8683,74.2542
234,30.8318,75.3496
235,33.1952,81.2395
236,31.3514,73.4752
237,32.2133,74.8565
238,38.0232,78.0345
239,36.8095,385.9985
240,29.8525,273.6586
241,53.1199,82.3085
242,368.4933,84.4184
243,159.5545,92.4773
244,72.7220,84.4754
245,29.0047,132.3826
246,31.1615,134.1147
247,30.5889,91.4654
248,39.3415,75.4843
249,36.2996,79.1418
250,34.0486,82.0804
251,39.4359,94.6322
252,31.7292,74.3417
253,32.5861,80.4193
254,30.4980,74.8304
255,31.8274,79.0395
256,29.3126,155.2346
257,31.0948,825.2593
258,31.4712,647.9386
259,71.6397,646.8535
260,154.7135,726.7730
261,53.9422,368.8889
262,31.0555,100.6326
263,30.6376,79.5514
264,29.2511,76.0342
265,37.0454,77.9026
266,34.1892,77.5081
267,27.3876,67.7843
268,33.2935,82.4415
269,33.2411,71.3105
270,35.4152,72.4043
271,30.2292,95.0602
272,34.0130,997.2706
273,30.1948,1046.6893
274,31.6520,899.7440
275,35.0216,826.4828
276,70.3649,131.6093
277,95.9167,81.1999
278,258.5749,79.0681
279,159.0241,85.5288
280,146.5839,84.8496
281,217.4015,77.9615
282,49.2766,93.4359
283,47.3176,82.8219
