0,1326,881
1,7237,5306
2,6427,6591
3,7321,7309
4,6836,7549
5,7044,6383
6,5832,7922
7,7237,7867
8,7612,7956
9,7526,7632
10,8020,6189
11,7440,7371
12,7133,7645
13,7011,7671
14,6503,7525
15,6636,7230
16,7529,6778
17,7555,5455
18,7393,6733
19,6544,5462
20,2757,7425
21,6620,6889
22,7611,7452
23,7112,7936
24,7852,7650
25,6354,7619
26,3696,6754
27,6164,7432
28,6884,7007
29,6571,6777
30,7382,7261
31,7212,7054
32,7693,1676
33,6958,5993
34,7782,7965
35,7557,7898
36,7385,5959
37,6398,5490
38,7301,8141
39,7363,7058
40,7457,7295
41,7778,8215
42,6255,7038
43,6760,6663
44,7081,8522
45,6319,8047
46,7469,7422
47,6931,7421
48,2773,7521
49,5418,8091
50,7365,7607
51,7226,7922
52,7005,6854
53,7284,6379
54,7442,6974
55,6337,7494
56,5847,5920
57,5771,8722
58,7511,7702
59,7000,6505
60,7132,7185
61,7394,7386
62,6892,7476
63,6792,4838
64,6215,1627
65,7051,7540
66,6541,7837
67,6904,7678
68,6552,7700
69,7416,7729
70,6438,7400
71,6195,7642
72,6894,7468
73,7598,7507
74,7056,7489
75,7629,6694
76,7603,6845
77,6917,6720
78,6557,7009
79,6942,7136
80,6423,8387
81,6516,7179
82,6979,6301
83,6996,6793
84,7637,7712
85,7755,6743
86,7635,8018
87,4214,8449
88,2747,8068
89,7825,8200
90,7931,7899
91,7615,7730
92,6929,7822
93,6813,7926
94,7034,6685
95,6832,1199
96,6661,6482
97,6775,8010
98,7261,7404
99,6775,7083
100,7074,7597
101,6612,6589
102,6830,7273
103,6675,7083
104,6578,8098
105,6764,6315
106,6643,6907
107,7265,7748
108,2351,8141
109,6329,7243
110,7474,7830
111,6935,6748
112,6087,7526
113,6658,8175
114,6295,7697
115,5385,6566
116,6564,8295
117,6384,7706
118,6323,7087
119,5489,7192
120,6939,7294
121,7328,7492
122,7055,6606
123,7386,7382
124,7081,8190
125,7286,6536
126,7578,3063
127,7303,3220
128,7325,6666
129,7205,7794
130,6650,7866
131,6531,6658
132,6696,7823
133,6988,7915
134,6692,6711
135,7174,6970
136,7451,6192
137,7181,6617
138,7562,7468
139,7155,6906
140,7180,8024
141,7993,7454
142,7280,7189
143,8013,7655
144,6718,7660
145,7491,6833
146,7259,8091
147,6801,7817
148,7492,7453
149,4054,7098
150,1220,7584
151,6621,6951
152,7020,6978
153,6731,7665
154,7768,7731
155,7740,6620
156,8086,4921
157,7467,3394
158,7726,7095
159,7585,8207
160,7730,7461
161,6786,8175
162,7044,6838
163,8020,6539
164,6915,7650
165,7849,7564
166,7729,6348
167,6928,8120
168,2874,7436
169,5926,7593
170,7654,7130
171,7505,7303
172,7452,7149
173,7849,6785
174,7677,7025
175,7417,7574
176,7517,5715
177,6943,7546
178,6394,7209
179,6765,6848
180,6217,7046
181,3293,7669
182,7572,8576
183,8032,8621
184,6213,7420
185,7060,6972
186,7797,7487
187,8194,6746
188,7233,1217
189,7231,6578
190,6823,7683
191,7936,7233
192,7763,7277
193,7877,6773
194,7667,6437
195,6180,7139
196,6960,5917
197,5507,6690
198,6977,6781
199,6162,6518
200,6699,7639
201,7212,7314
202,7505,8100
203,7398,7025
204,6493,7813
205,5916,8590
206,7076,6730
207,6932,8791
208,7538,7739
209,7548,8210
210,7449,7318
211,6483,6820
212,938,7497
213,7081,6761
214,6543,7368
215,7869,7851
216,7496,4161
217,7567,1439
218,7420,7346
219,6134,5831
220,6196,7375
221,7314,6881
222,6837,7534
223,6833,7384
224,7522,7543
225,7930,7822
226,7606,7186
227,7400,5551
228,2588,7455
229,6120,7697
230,7365,7194
231,6573,8542
232,7152,8211
233,7497,7199
234,7438,8080
235,6421,7775
236,7664,7049
237,7100,6340
238,6930,7443
239,6060,6920
240,7428,7428
241,7525,6446
242,7027,7830
243,2480,7361
244,6539,6764
245,6901,7186
246,7192,6262
247,7388,6836
248,6524,7588
249,7326,3673
250,7640,2416
251,7429,7576
252,7604,7196
253,8214,6589
254,7396,7917
255,7103,7041
256,7302,6973
257,7522,6910
258,7035,7285
259,7398,5509
260,7010,7484
261,7250,7623
262,7097,8091
263,6745,7957
264,7332,7119
265,7496,6524
266,7152,6805
267,7410,7270
268,7927,7617
269,6756,6359
270,7102,7305
271,7296,7257
272,7143,7390
273,6260,6502
274,2076,7727
275,3202,7122
276,7369,3308
277,7506,4017
278,7590,7654
279,7031,7248
280,6130,6261
281,5572,5633
282,7433,7622
283,6732,6652
284,7478,7273
285,7716,8236
286,7020,7974
287,7062,6931
288,3670,7405
289,7918,7171
290,7623,7570
291,6531,7045
292,6614,7543
293,7692,6872
294,7311,8043
295,6665,8185
296,6425,7470
297,6887,7929
298,6425,6334
299,7638,7103
300,6116,5656
301,6836,7968
302,6064,6773
303,6085,7543
304,7372,7884
305,5332,7618
306,4138,6603
307,7675,7160
308,7646,7160
309,7576,6603
310,6992,6837
311,7240,4141
